SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
UTFDGR24P7,UTI MF - UTI-FTI Fund Sr. XXIV Plan VII - DP - G,MF,14-MAR-2016,10,1,INF789FB13Z8,10
UTFDGR24P8,UTI MF - UTI-FTIF Series XXIV Plan VIII - DP-GO,MF,22-MAR-2016,10,1,INF789FC1048,10
UTFDGR24P9,UTI MF - UTI-FTIF Series XXIV Plan IX - DP-GO,MF,05-APR-2016,10,1,INF789FC1246,10
UTFDGR24PX,UTI MF - UTI-FTIF Series XXIV Plan X - DP-GO,MF,06-APR-2016,10,1,INF789FC1147,10
UTFDGR25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  DP-GO,MF,25-JUL-2016,10,1,INF789FC1BM7,10
UTFDGR25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - DP-GO,MF,11-AUG-2016,10,1,INF789FC1CA0,10
UTFDGR25P3,UTI MF - UTI-FTIF  Series XXV Plan III - DP-GO,MF,26-AUG-2016,10,1,INF789FC1CO1,10
UTFDGR25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  DP - G,MF,15-SEP-2016,10,1,INF789FC1CY0,10
UTFDGR25P5,UTI MF - UTI-FTIF  Sr XXV Pl V - DP-GO,MF,31-AUG-2016,10,1,INF789FC1DI1,10
UTFDGR25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - DP-GO,MF,28-SEP-2016,10,1,INF789FC1DW2,10
UTFDGR25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - DP-GO,MF,17-OCT-2016,10,1,INF789FC1EK5,10
UTFDGR25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - DP-GO,MF,28-OCT-2016,10,1,INF789FC1EU4,10
UTFDGR25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-GO,MF,17-NOV-2016,10,1,INF789FC1FM8,10
UTFDGR25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - DP - G,MF,02-DEC-2016,10,1,INF789FC1FW7,10
UTFDHIPIGI,UTI MF - UTI FIIF - HY IP I - DG,MF,12-JUN-2013,10,1,INF789F01VT4,10
UTFDMIPIGI,UTI MF - UTI FIIF - MIP - I - DPG,MF,11-APR-2013,10,1,INF789F01VQ0,10
UTFDMIPIPI,UTI MF - UTI FIIF - MIP - I - DPDP,MF,11-APR-2013,10,1,INF789F01VO5,10
UTFDMP22P1,UTI MF - UTI-FTIF Series XXII Plan I - DP-MDPO,MF,28-APR-2015,10,1,INF789FB1QY1,10
UTFDMP22P2,UTI MF - UTI-FTIF Series XXII Plan II - DP-MDPO,MF,12-MAY-2015,10,1,INF789FB1RQ5,10
UTFDMP22P3,UTI MF - UTI-FTIF Series XXII Plan III - DP-MDPO,MF,27-MAY-2015,10,1,INF789FB1SA7,10
UTFDMP22P4,UTI MF - UTI-FTIF Series XXII Plan IV - DP-MDPO,MF,05-JUN-2015,10,1,INF789FB1VM6,10
UTFDMP22P8,UTI MF - UTI-FTIF Series XXII Plan VIII - DP-MDPO,MF,16-JUL-2015,10,1,INF789FB1G83,10
UTFDMP23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - DP-MDPO,MF,18-SEP-2015,10,1,INF789FB12A3,10
UTFDMP23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - DP-MDPO,MF,06-OCT-2015,10,1,INF789FB12B1,10
UTFDMP23P4,UTI MF - UTI-FTIF  Series XXIII Plan IV - DP-MDPO,MF,19-OCT-2015,10,1,INF789FB16D8,10
UTFDMP23P6,UTI MF - UTI-FTIF  Series XXIII Plan VI - DP-MDPO,MF,13-NOV-2015,10,1,INF789FB14G6,10
UTFDMP23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - DP-MDPO,MF,30-NOV-2015,10,1,INF789FB14I2,10
UTFDMP23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - DP-MDPO,MF,15-DEC-2015,10,1,INF789FB14J0,10
UTFDMP23PX,UTI MF - UTI-FTI Fund  Sr. XXIII Plan X - -DP - MDP,MF,29-DEC-2015,10,1,INF789FB18K9,10
UTFDMP24P2,UTI MF - UTI-FTIF Series XXIV Plan II - DP-MDPO,MF,08-MAR-2016,10,1,INF789FB10T7,10
UTFDMP24P5,UTI MF - UTI-FTIF Series XXIV Plan V - DP-MDPO,MF,22-MAR-2016,10,1,INF789FB12X5,10
UTFDMP24P8,UTI MF - UTI-FTIF Series XXIV Plan VIII - DP-MDPO,MF,22-MAR-2016,10,1,INF789FC1030,10
UTFDMP24PX,UTI MF - UTI-FTIF Series XXIV Plan X - DP-MDPO,MF,06-APR-2016,10,1,INF789FC1139,10
UTFDMP25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  DP-MDPO,MF,25-JUL-2016,10,1,INF789FC1BL9,10
UTFDMP25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - DP-MDPO,MF,11-AUG-2016,10,1,INF789FC1BZ9,10
UTFDMP25P3,UTI MF - UTI-FTIF  Series XXV Plan III - DP-MDPO,MF,26-AUG-2016,10,1,INF789FC1CN3,10
UTFDMP25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  DP - MDP,MF,15-SEP-2016,10,1,INF789FC1CX2,10
UTFDMP25P5,UTI MF - UTI-FTIF  Sr XXV Pl V - DP-MDPO,MF,31-AUG-2016,10,1,INF789FC1DH3,10
UTFDMP25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - DP-MDPO,MF,28-SEP-2016,10,1,INF789FC1DV4,10
UTFDMP25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - DP-MDPO,MF,17-OCT-2016,10,1,INF789FC1EJ7,10
UTFDMP25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - DP-MDPO,MF,28-OCT-2016,10,1,INF789FC1ET6,10
UTFDMP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-MDPO,MF,17-NOV-2016,10,1,INF789FC1FL0,10
UTFDQIPIGI,UTI MF- UTI FIIF - QIP - I - DPG,MF,12-APR-2013,10,1,INF789F01WI5,10
UTFDQIPIPI,UTI MF- UTI FIIF - QIP - I - DPDP,MF,12-APR-2013,10,1,INF789F01WG9,10
UTFDQIPIRI,UTI Mutual Fund - UTI FIIF-QIP-1-DDR,MF,07-OCT-2013,10,1,INF789F01WH7,10
UTFDQP22P1,UTI MF - UTI-FTIF Series XXII Plan I - DP-QDPO,MF,28-APR-2015,10,1,INF789FB1QS3,10
UTFDQP22P2,UTI MF - UTI-FTIF Series XXII Plan II - DP-QDPO,MF,12-MAY-2015,10,1,INF789FB1RK8,10
UTFDQP22P3,UTI MF - UTI-FTIF Series XXII Plan III - DP-QDPO,MF,27-MAY-2015,10,1,INF789FB1RU7,10
UTFDQP22P4,UTI MF - UTI-FTIF Series XXII Plan IV - DP-QDPO,MF,05-JUN-2015,10,1,INF789FB1VH6,10
UTFDQP22P5,UTI MF - UTI-FTIF Series XXII Plan V - DP-QDPO,MF,18-JUN-2015,10,1,INF789FB1D60,10
UTFDQP22P7,UTI MF - UTI-FTIF Series XXII Plan VII - DP-QDPO,MF,02-JUL-2015,10,1,INF789FB1F27,10
UTFDQP22P8,UTI MF - UTI-FTIF Series XXII Plan VIII - DP-QDPO,MF,16-JUL-2015,10,1,INF789FB1G26,10
UTFDQP23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - DP-QDPO,MF,18-SEP-2015,10,1,INF789FB1Z64,10
UTFDQP23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - DP-QDPO,MF,06-OCT-2015,10,1,INF789FB16A4,10
UTFDQP23P4,UTI MF - UTI-FTIF  Series XXIII Plan IV - DP-QDPO,MF,19-OCT-2015,10,1,INF789FB10D1,10
UTFDQP23P5,UTI MF - UTI-FTIF  Series XXIII Plan V - DP-QDPO,MF,29-OCT-2015,10,1,INF789FB14E1,10
UTFDQP23P6,UTI MF - UTI-FTIF  Series XXIII Plan VI - DP-QDPO,MF,13-NOV-2015,10,1,INF789FB18F9,10
UTFDQP23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - DP-QDPO,MF,30-NOV-2015,10,1,INF789FB18H5,10
UTFDQP23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - DP-QDPO,MF,15-DEC-2015,10,1,INF789FB18I3,10
UTFDQP23PX,UTI MF - UTI-FTI Fund  Sr. XXIII Plan X - -DP - QDP,MF,29-DEC-2015,10,1,INF789FB12K2,10
UTFDQP24P5,UTI MF - UTI-FTIF Series XXIV Plan V - DP-QDPO,MF,22-MAR-2016,10,1,INF789FB16W8,10
UTFDQP24PX,UTI MF - UTI-FTIF Series XXIV Plan X - DP-QDPO,MF,06-APR-2016,10,1,INF789FC1071,10
UTFDQP25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  DP-QDPO,MF,25-JUL-2016,10,1,INF789FC1BF1,10
UTFDQP25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - DP-QDPO,MF,11-AUG-2016,10,1,INF789FC1BT2,10
UTFDQP25P3,UTI MF - UTI-FTIF  Series XXV Plan III - DP-QDPO,MF,26-AUG-2016,10,1,INF789FC1CH5,10
UTFDQP25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  DP - QDP,MF,15-SEP-2016,10,1,INF789FC1CR4,10
UTFDQP25P5,UTI MF - UTI-FTIF  Sr XXV Pl V - DP-QDPO,MF,31-AUG-2016,10,1,INF789FC1DB6,10
UTFDQP25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - DP-QDPO,MF,28-SEP-2016,10,1,INF789FC1DP6,10
UTFDQP25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - DP-QDPO,MF,17-OCT-2016,10,1,INF789FC1ED0,10
UTFDQP25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - DP-QDPO,MF,28-OCT-2016,10,1,INF789FC1EN9,10
UTFDQP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - DP-QDPO,MF,17-NOV-2016,10,1,INF789FC1FF2,10
UTFDQP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - DP - QDP,MF,02-DEC-2016,10,1,INF789FC1FP1,10
UTFIHIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I -  RG,MF,08-JUN-2011,10,1,INF789F01FA7,10
UTFIHIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDP,MF,08-JUN-2011,10,1,INF789F01EY0,10
UTFIHIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - HYIP - I - RDR,MF,08-JUN-2011,10,1,INF789F01EZ7,10
UTFIMIPIPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - IDP,MF,05-MAY-2011,10,1,INF789F01EV6,10
UTFIMIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I -  RG,MF,05-MAY-2011,10,1,INF789F01EU8,10
UTFIMIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDP,MF,05-MAY-2011,10,1,INF789F01ES2,10
UTFIMIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - MIP - I - RDR,MF,05-MAY-2011,10,1,INF789F01ET0,10
UTFIQIPRGI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RG,MF,10-OCT-2011,10,1,INF789F01GE7,10
UTFIQIPRPI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDP,MF,10-OCT-2011,10,1,INF789F01GC1,10
UTFIQIPRRI,UTI Mutual Fund - UTI Fixed Income Interval Fund - QIP I - RDR,MF,10-OCT-2011,10,1,INF789F01GD9,10
UTFRAP22P1,UTI MF - UTI-FTIF Series XXII Plan I - RP-ADPO,MF,28-APR-2015,10,1,INF789FB1QX3,10
UTFRAP22P2,UTI MF - UTI-FTIF Series XXII Plan II - RP-ADPO,MF,12-MAY-2015,10,1,INF789FB1RP7,10
UTFRAP22P3,UTI MF - UTI-FTIF Series XXII Plan III - RP-ADPO,MF,27-MAY-2015,10,1,INF789FB1RZ6,10
UTFRAP22P4,UTI MF - UTI-FTIF Series XXII Plan IV - RP-ADPO,MF,05-JUN-2015,10,1,INF789FB1VQ7,10
UTFRAP22P5,UTI MF - UTI-FTIF Series XXII Plan V - RP-ADPO,MF,18-JUN-2015,10,1,INF789FB1D78,10
UTFRAP22P6,UTI MF - UTI-FTIF Series XXII Plan VI - RP-ADPO,MF,02-JUL-2015,10,1,INF789FB1E77,10
UTFRAP22P7,UTI MF - UTI-FTIF Series XXII Plan VII - RP-ADPO,MF,02-JUL-2015,10,1,INF789FB1F76,10
UTFRAP22P8,UTI MF - UTI-FTIF Series XXII Plan VIII - RP-ADPO,MF,16-JUL-2015,10,1,INF789FB1G75,10
UTFRAP23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - RP-ADPO,MF,18-SEP-2015,10,1,INF789FB11A5,10
UTFRAP23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - RP-ADPO,MF,06-OCT-2015,10,1,INF789FB11B3,10
UTFRAP23P4,UTI MF - UTI-FTIF  Series XXIII Plan IV - RP-ADPO,MF,19-OCT-2015,10,1,INF789FB15D0,10
UTFRAP23P5,UTI MF - UTI-FTIF  Series XXIII Plan V - RP-ADPO,MF,29-OCT-2015,10,1,INF789FB19E0,10
UTFRAP23P6,UTI MF - UTI-FTIF  Series XXIII Plan VI - RP-ADPO,MF,13-NOV-2015,10,1,INF789FB13G8,10
UTFRAP23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - RP-ADPO,MF,30-NOV-2015,10,1,INF789FB13I4,10
UTFRAP23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - RP-ADPO,MF,15-DEC-2015,10,1,INF789FB13J2,10
UTFRAP23PX,UTI MF - UTI-FTI Fund  Sr. XXIII Plan X - -RP - ADP,MF,29-DEC-2015,10,1,INF789FB17K1,10
UTFRAP24P5,UTI MF - UTI-FTIF Series XXIV Plan V - RP-ADPO,MF,22-MAR-2016,10,1,INF789FB11X7,10
UTFRAP24PX,UTI MF - UTI-FTIF Series XXIV Plan X - RP-ADPO,MF,06-APR-2016,10,1,INF789FC1121,10
UTFRAP25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  RP-ADPO,MF,25-JUL-2016,10,1,INF789FC1BK1,10
UTFRAP25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - RP-ADPO,MF,11-AUG-2016,10,1,INF789FC1BY2,10
UTFRAP25P3,UTI MF - UTI-FTIF  Series XXV Plan III - RP-ADPO,MF,26-AUG-2016,10,1,INF789FC1CM5,10
UTFRAP25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  RP - ADP,MF,15-SEP-2016,10,1,INF789FC1CW4,10
UTFRAP25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - RP-ADPO,MF,28-SEP-2016,10,1,INF789FC1DU6,10
UTFRAP25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - RP-ADPO,MF,17-OCT-2016,10,1,INF789FC1EI9,10
UTFRAP25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - RP-ADPO,MF,28-OCT-2016,10,1,INF789FC1ES8,10
UTFRAP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-ADPO,MF,17-NOV-2016,10,1,INF789FC1FK2,10
UTFRAP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - ADP,MF,02-DEC-2016,10,1,INF789FC1FU1,10
UTFRFP22P1,UTI MF - UTI-FTIF Series XXII Plan I - RP-FDPO,MF,28-APR-2015,10,1,INF789FB1QV7,10
UTFRFP22P2,UTI MF - UTI-FTIF Series XXII Plan II -  RP-FDPO,MF,12-MAY-2015,10,1,INF789FB1RN2,10
UTFRFP22P3,UTI MF - UTI-FTIF Series XXII Plan III - RP-FDPO,MF,27-MAY-2015,10,1,INF789FB1RX1,10
UTFRFP22P5,UTI MF - UTI-FTIF Series XXII Plan V - RP-FDPO,MF,18-JUN-2015,10,1,INF789FB1D86,10
UTFRFP22P6,UTI MF - UTI-FTIF Series XXII Plan VI - RP-FDPO,MF,02-JUL-2015,10,1,INF789FB1E51,10
UTFRFP22P7,UTI MF - UTI-FTIF Series XXII Plan VII - RP-FDPO,MF,02-JUL-2015,10,1,INF789FB1F50,10
UTFRFP23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - RP-FDPO,MF,18-SEP-2015,10,1,INF789FB1Z98,10
UTFRFP23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - RP-FDPO,MF,06-OCT-2015,10,1,INF789FB19A8,10
UTFRFP23P6,UTI MF - UTI-FTIF  Series XXIII Plan VI - RP-FDPO,MF,13-NOV-2015,10,1,INF789FB11G2,10
UTFRFP23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - RP-FDPO,MF,30-NOV-2015,10,1,INF789FB11I8,10
UTFRFP23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - RP-FDPO,MF,15-DEC-2015,10,1,INF789FB11J6,10
UTFRFP24P2,UTI MF - UTI-FTIF Series XXIV Plan II - RP-FDPO,MF,08-MAR-2016,10,1,INF789FB17S4,10
UTFRFP25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  RP-FDPO,MF,25-JUL-2016,10,1,INF789FC1BI5,10
UTFRFP25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - RP-FDPO,MF,11-AUG-2016,10,1,INF789FC1BW6,10
UTFRFP25P3,UTI MF - UTI-FTIF  Series XXV Plan III - RP-FDPO,MF,26-AUG-2016,10,1,INF789FC1CK9,10
UTFRFP25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  RP - FDP,MF,15-SEP-2016,10,1,INF789FC1CU8,10
UTFRFP25P5,UTI MF - UTI-FTIF  Sr XXV Pl V - RP-FDPO,MF,31-AUG-2016,10,1,INF789FC1DE0,10
UTFRFP25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - RP-FDPO,MF,17-OCT-2016,10,1,INF789FC1EG3,10
UTFRFP25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - RP-FDPO,MF,28-OCT-2016,10,1,INF789FC1EQ2,10
UTFRFP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-FDPO,MF,17-NOV-2016,10,1,INF789FC1FI6,10
UTFRFP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - FDP,MF,02-DEC-2016,10,1,INF789FC1FS5,10
UTFRGR22P1,UTI MF - UTI-FTIF Series XXII Plan I - RP-GO,MF,28-APR-2015,10,1,INF789FB1RB7,10
UTFRGR22P2,UTI MF - UTI-FTIF Series XXII Plan II - RP-GO,MF,12-MAY-2015,10,1,INF789FB1RT9,10
UTFRGR22P3,UTI MF - UTI-FTIF Series XXII Plan III - RP-GO,MF,27-MAY-2015,10,1,INF789FB1SD1,10
UTFRGR22P4,UTI MF - UTI-FTIF Series XXII Plan IV - RP-GO,MF,05-JUN-2015,10,1,INF789FB1VP9,10
UTFRGR22P5,UTI MF - UTI-FTIF Series XXII Plan V - RP-GO,MF,18-JUN-2015,10,1,INF789FB1D94,10
UTFRGR22P6,UTI MF - UTI-FTIF Series XXII Plan VI - RP-GO,MF,02-JUL-2015,10,1,INF789FB1F19,10
UTFRGR22P7,UTI MF - UTI-FTIF Series XXII Plan VII - RP-GO,MF,02-JUL-2015,10,1,INF789FB1G18,10
UTFRGR22P8,UTI MF - UTI-FTIF Series XXII Plan VIII - RP-GO,MF,16-JUL-2015,10,1,INF789FB1H17,10
UTFRGR22P9,UTI MF - UTI-FTIF Series XXII Plan IX - RP-GO,MF,03-JUL-2015,10,1,INF789FB1I16,10
UTFRGR22PX,UTI MF - UTI-FTIF Series XXII Plan X -  RP-GO,MF,08-JUL-2015,10,1,INF789FB1P58,10
UTFRGR23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - RP-GO,MF,18-SEP-2015,10,1,INF789FB15A6,10
UTFRGR23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - RP-GO,MF,06-OCT-2015,10,1,INF789FB15B4,10
UTFRGR23P3,UTI MF - UTI-FTIF  Series XXIII Plan III - RP-GO,MF,18-SEP-2015,10,1,INF789FB15C2,10
UTFRGR23P4,UTI MF - UTI-FTIF  Series XXIII Plan IV - RP-GO,MF,19-OCT-2015,10,1,INF789FB19D2,10
UTFRGR23P5,UTI MF - UTI-FTIF  Series XXIII Plan V - RP-GO,MF,29-OCT-2015,10,1,INF789FB13F0,10
UTFRGR23P6,UTI MF - UTI-FTIF  Series XXIII Plan VI - RP-GO,MF,13-NOV-2015,10,1,INF789FB17G9,10
UTFRGR23P7,UTI MF - UTI-FTIF  Series XXIII Plan VII - RP-GO,MF,02-NOV-2015,10,1,INF789FB17H7,10
UTFRGR23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - RP-GO,MF,30-NOV-2015,10,1,INF789FB17I5,10
UTFRGR23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - RP-GO,MF,15-DEC-2015,10,1,INF789FB17J3,10
UTFRGR23PX,UTI MF - UTI-FTI Fund  Sr. XXIII Plan X - -RP - G,MF,29-DEC-2015,10,1,INF789FB11L2,10
UTFRGR24P2,UTI MF - UTI-FTIF Series XXIV Plan II - RP-GO,MF,08-MAR-2016,10,1,INF789FB13T1,10
UTFRGR24P5,UTI MF - UTI-FTIF Series XXIV Plan V - RP-GO,MF,22-MAR-2016,10,1,INF789FB15X8,10
UTFRGR24P6,UTI MF - UTI-FTIF Series XXIV Plan VI - RP-GO,MF,08-MAR-2016,10,1,INF789FB15Y6,10
UTFRGR24P7,UTI MF - UTI-FTI Fund Sr. XXIV Plan VII - RP- G,MF,14-MAR-2016,10,1,INF789FB15Z3,10
UTFRGR24P8,UTI MF - UTI-FTIF Series XXIV Plan VIII - RP-GO,MF,22-MAR-2016,10,1,INF789FC1063,10
UTFRGR24P9,UTI MF - UTI-FTIF Series XXIV Plan IX - RP-GO,MF,05-APR-2016,10,1,INF789FC1261,10
UTFRGR24PX,UTI MF - UTI-FTIF Series XXIV Plan X - RP-GO,MF,06-APR-2016,10,1,INF789FC1162,10
UTFRGR25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  RP-GO,MF,25-JUL-2016,10,1,INF789FC1BO3,10
UTFRGR25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - RP-GO,MF,11-AUG-2016,10,1,INF789FC1CC6,10
UTFRGR25P3,UTI MF - UTI-FTIF  Series XXV Plan III - RP-GO,MF,26-AUG-2016,10,1,INF789FC1CQ6,10
UTFRGR25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  RP - G,MF,15-SEP-2016,10,1,INF789FC1DA8,10
UTFRGR25P5,UTI MF - UTI-FTIF  Sr XXV Pl V - RP-GO,MF,31-AUG-2016,10,1,INF789FC1DK7,10
UTFRGR25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - RP-GO,MF,28-SEP-2016,10,1,INF789FC1DY8,10
UTFRGR25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - RP-GO,MF,17-OCT-2016,10,1,INF789FC1EM1,10
UTFRGR25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - RP-GO,MF,28-OCT-2016,10,1,INF789FC1EW0,10
UTFRGR25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-GO,MF,17-NOV-2016,10,1,INF789FC1FO4,10
UTFRGR25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - G,MF,02-DEC-2016,10,1,INF789FC1FY3,10
UTFRMP22P1,UTI MF - UTI-FTIF Series XXII Plan I - RP-MDPO,MF,28-APR-2015,10,1,INF789FB1RA9,10
UTFRMP22P2,UTI MF - UTI-FTIF Series XXII Plan II - RP-MDPO,MF,12-MAY-2015,10,1,INF789FB1RS1,10
UTFRMP22P3,UTI MF - UTI-FTIF Series XXII Plan III - RP-MDPO,MF,27-MAY-2015,10,1,INF789FB1SC3,10
UTFRMP22P4,UTI MF - UTI-FTIF Series XXII Plan IV - RP-MDPO,MF,05-JUN-2015,10,1,INF789FB1VO2,10
UTFRMP22P6,UTI MF - UTI-FTIF Series XXII Plan VI - RP-MDPO,MF,02-JUL-2015,10,1,INF789FB1F01,10
UTFRMP22P7,UTI MF - UTI-FTIF Series XXII Plan VII - RP-MDPO,MF,02-JUL-2015,10,1,INF789FB1G00,10
UTFRMP22P8,UTI MF - UTI-FTIF Series XXII Plan VIII - RP-MDPO,MF,16-JUL-2015,10,1,INF789FB1H09,10
UTFRMP22P9,UTI MF - UTI-FTIF Series XXII Plan IX - RP-MDPO,MF,03-JUL-2015,10,1,INF789FB1I08,10
UTFRMP23P1,UTI MF - UTI-FTIF  Series XXIII Plan I - RP-MDPO,MF,18-SEP-2015,10,1,INF789FB14A9,10
UTFRMP23P2,UTI MF - UTI-FTIF  Series XXIII Plan II - RP-MDPO,MF,06-OCT-2015,10,1,INF789FB14B7,10
UTFRMP23P4,UTI MF - UTI-FTIF  Series XXIII Plan IV - RP-MDPO,MF,19-OCT-2015,10,1,INF789FB18D4,10
UTFRMP23P5,UTI MF - UTI-FTIF  Series XXIII Plan V - RP-MDPO,MF,29-OCT-2015,10,1,INF789FB12F2,10
UTFRMP23P8,UTI MF - UTI-FTIF  Series XXIII Plan VIII - RP-MDPO,MF,30-NOV-2015,10,1,INF789FB16I7,10
UTFRMP23P9,UTI MF - UTI-FTIF  Series XXIII Plan IX - RP-MDPO,MF,15-DEC-2015,10,1,INF789FB16J5,10
UTFRMP23PX,UTI MF - UTI-FTI Fund  Sr. XXIII Plan X - -RP - MDP,MF,29-DEC-2015,10,1,INF789FB10L4,10
UTFRMP24P5,UTI MF - UTI-FTIF Series XXIV Plan V - RP-MDPO,MF,22-MAR-2016,10,1,INF789FB14X1,10
UTFRMP25P1,UTI MF - UTI-FTIF  Series XXV Plan I -  RP-MDPO,MF,25-JUL-2016,10,1,INF789FC1BN5,10
UTFRMP25P2,UTI MF - UTI-FTIF  Sr XXV Pl II - RP-MDPO,MF,11-AUG-2016,10,1,INF789FC1CB8,10
UTFRMP25P3,UTI MF - UTI-FTIF  Series XXV Plan III - RP-MDPO,MF,26-AUG-2016,10,1,INF789FC1CP8,10
UTFRMP25P4,UTI MF - UTI-Fixed Term Income Fund  Sr. XXV Plan IV -  RP - MDP,MF,15-SEP-2016,10,1,INF789FC1CZ7,10
UTFRMP25P6,UTI MF - UTI-FTIF  Series XXV Plan VI - RP-MDPO,MF,28-SEP-2016,10,1,INF789FC1DX0,10
UTFRMP25P7,UTI MF - UTI-FTIF  Series XXV Plan VII - RP-MDPO,MF,17-OCT-2016,10,1,INF789FC1EL3,10
UTFRMP25P8,UTI Mutual Fund - UTI-FTIF Sr XXV Pl VIII - RP-MDPO,MF,28-OCT-2016,10,1,INF789FC1EV2,10
UTFRMP25P9,UTI MF - UTI-FTIF  Series XXV Plan IX - RP-MDPO,MF,17-NOV-2016,10,1,INF789FC1FN6,10
UTFRMP25PX,UTI MF - UTI-FTIF  Sr. XXV Plan X - RP - MDA,MF,02-DEC-2016,10,1,INF789FC1FX5,10
UTFRQP22P1,UTI MF - UTI-FTIF Series XXII Plan I - RP-QDPO,MF,28-APR-2015,10,1,INF789FB1QW5,10
UTFRQP22P2,UTI MF - UTI-FTIF Series XXII Plan II - RP-QDPO,MF,12-MAY-2015,10,1,INF789FB1RO0,10
UTFRQP22P3,UTI MF - UTI-FTIF Series XXII Plan III - RP-QDPO,MF,27-MAY-2015,10,1,INF789FB1RY9,10
